release_puppet_BBO_title;Release Puppet BBO ;;;;;;;;;;;;;x,,
release_puppet_BSV_title;Release Puppet BSV ;;;;;;;;;;;;;x,,
release_puppet_ABB_title;Release Puppet ABB ;;;;;;;;;;;;;x,,
release_puppet_LIH_title;Release Puppet LIH ;;;;;;;;;;;;;x,,
release_puppet_SMG_title;Release Puppet SMG ;;;;;;;;;;;;;x,,
release_puppet_CUR_title;Release Puppet CUR ;;;;;;;;;;;;;x,,
release_puppet_NZH_title;Release Puppet NZH ;;;;;;;;;;;;;x,,
release_puppet_NIB_title;Release Puppet NIB ;;;;;;;;;;;;;x,,
release_puppet_CHV_title;Release Puppet CHV ;;;;;;;;;;;;;x,,
release_puppet_PLB_title;Release Puppet PLB ;;;;;;;;;;;;;x,,
release_puppet_CHC_title;Release Puppet CHC ;;;;;;;;;;;;;x,,
release_puppet_KRC_title;Release Puppet KRC ;;;;;;;;;;;;;x,,
release_puppet_ANK_title;Release Puppet ANK ;;;;;;;;;;;;;x,,
release_puppet_NNI_title;Release Puppet NNI ;;;;;;;;;;;;;x,,
release_puppet_SHN_title;Release Puppet SHN ;;;;;;;;;;;;;x,,
release_puppet_SUR_title;Release Puppet SUR ;;;;;;;;;;;;;x,,
release_puppet_VDB_title;Release Puppet VDB ;;;;;;;;;;;;;x,,
release_puppet_NYK_title;Release Puppet NYK ;;;;;;;;;;;;;x,,
release_puppet_HTW_title;Release Puppet HTW ;;;;;;;;;;;;;x,,
release_puppet_HRP_title;Release Puppet HRP ;;;;;;;;;;;;;x,,
release_puppet_BHN_title;Release Puppet BHN ;;;;;;;;;;;;;x,,
release_puppet_RHN_title;Release Puppet RHN ;;;;;;;;;;;;;x,,
release_puppet_TNJ_title;Release Puppet TNJ ;;;;;;;;;;;;;x,,
release_puppet_MDR_title;Release Puppet MDR ;;;;;;;;;;;;;x,,
release_puppet_VLL_title;Release Puppet VLL ;;;;;;;;;;;;;x,,
release_puppet_KLD_title;Release Puppet KLD ;;;;;;;;;;;;;x,,
release_puppet_TSI_title;Release Puppet TSI ;;;;;;;;;;;;;x,,
release_puppet_SZE_title;Release Puppet SZE ;;;;;;;;;;;;;x,,
release_puppet_NOG_title;Release Puppet NOG ;;;;;;;;;;;;;x,,
release_puppet_MNK_title;Release Puppet MNK ;;;;;;;;;;;;;x,,
release_puppet_NNT_title;Release Puppet NNT ;;;;;;;;;;;;;x,,
release_puppet_YML_title;Release Puppet YML ;;;;;;;;;;;;;x,,
release_puppet_KHN_title;Release Puppet KHN ;;;;;;;;;;;;;x,,
release_puppet_BSK_title;Release Puppet BSK ;;;;;;;;;;;;;x,,
release_puppet_MSS_title;Release Puppet MSS ;;;;;;;;;;;;;x,,
release_puppet_SLK_title;Release Puppet SLK ;;;;;;;;;;;;;x,,
release_puppet_SHR_title;Release Puppet SHR ;;;;;;;;;;;;;x,,
release_puppet_SYN_title;Release Puppet SYN ;;;;;;;;;;;;;x,,
release_puppet_PLK_title;Release Puppet PLK ;;;;;;;;;;;;;x,,
release_puppet_TYM_title;Release Puppet TYM ;;;;;;;;;;;;;x,,
release_puppet_YDN_title;Release Puppet YDN ;;;;;;;;;;;;;x,,
release_puppet_RTH_title;Release Puppet RTH ;;;;;;;;;;;;;x,,
release_puppet_BGH_title;Release Puppet BGH ;;;;;;;;;;;;;x,,
release_puppet_KMY_title;Release Puppet KMY ;;;;;;;;;;;;;x,,
release_puppet_GMZ_title;Release Puppet GMZ ;;;;;;;;;;;;;x,,
release_puppet_KCN_title;Release Puppet KCN ;;;;;;;;;;;;;x,,
release_puppet_HNZ_title;Release Puppet HNZ ;;;;;;;;;;;;;x,,
release_puppet_TTN_title;Release Puppet TTN ;;;;;;;;;;;;;x,,
release_puppet_KRB_title;Release Puppet KRB ;;;;;;;;;;;;;x,,
release_puppet_GNJ_title;Release Puppet GNJ ;;;;;;;;;;;;;x,,
release_puppet_NKH_title;Release Puppet NKH ;;;;;;;;;;;;;x,,
release_puppet_IRV_title;Release Puppet IRV ;;;;;;;;;;;;;x,,
release_puppet_MKU_title;Release Puppet MKU ;;;;;;;;;;;;;x,,
release_puppet_TLY_title;Release Puppet TLY ;;;;;;;;;;;;;x,,
release_puppet_SMZ_title;Release Puppet SMZ ;;;;;;;;;;;;;x,,
release_puppet_GRI_title;Release Puppet GRI ;;;;;;;;;;;;;x,,
release_puppet_IMR_title;Release Puppet IMR ;;;;;;;;;;;;;x,,
release_puppet_KKH_title;Release Puppet KKH ;;;;;;;;;;;;;x,,
release_puppet_KRT_title;Release Puppet KRT ;;;;;;;;;;;;;x,,
release_puppet_FRS_title;Release Puppet FRS ;;;;;;;;;;;;;x,,
release_puppet_AJM_title;Release Puppet AJM ;;;;;;;;;;;;;x,,
release_puppet_YZD_title;Release Puppet YZD ;;;;;;;;;;;;;x,,
release_puppet_LUR_title;Release Puppet LUR ;;;;;;;;;;;;;x,,
release_puppet_GLN_title;Release Puppet GLN ;;;;;;;;;;;;;x,,
release_puppet_MZN_title;Release Puppet MZN ;;;;;;;;;;;;;x,,
release_puppet_BDK_title;Release Puppet BDK ;;;;;;;;;;;;;x,,
release_puppet_KND_title;Release Puppet KND ;;;;;;;;;;;;;x,,
release_puppet_SST_title;Release Puppet SST ;;;;;;;;;;;;;x,,
release_puppet_BLA_title;Release Puppet BLA ;;;;;;;;;;;;;x,,
release_puppet_TKO_title;Release Puppet TKO ;;;;;;;;;;;;;x,,
release_puppet_WSX_title;Release Puppet WSX ;;;;;;;;;;;;;x,,
release_puppet_SUX_title;Release Puppet SUX ;;;;;;;;;;;;;x,,
release_puppet_ESX_title;Release Puppet ESX ;;;;;;;;;;;;;x,,
release_puppet_KNT_title;Release Puppet KNT ;;;;;;;;;;;;;x,,
release_puppet_MRC_title;Release Puppet MRC ;;;;;;;;;;;;;x,,
release_puppet_ALH_title;Release Puppet ALH ;;;;;;;;;;;;;x,,
release_puppet_ALW_title;Release Puppet ALW ;;;;;;;;;;;;;x,,
release_puppet_MDS_title;Release Puppet MDS ;;;;;;;;;;;;;x,,
release_puppet_GJR_title;Release Puppet GJR ;;;;;;;;;;;;;x,,
release_puppet_DCC_title;Release Puppet DCC ;;;;;;;;;;;;;x,,
release_puppet_WDD_title;Release Puppet WDD ;;;;;;;;;;;;;x,,
release_puppet_TMB_title;Release Puppet TMB ;;;;;;;;;;;;;x,,
release_puppet_MTF_title;Release Puppet MTF ;;;;;;;;;;;;;x,,
release_puppet_ZYD_title;Release Puppet ZYD ;;;;;;;;;;;;;x,,
release_puppet_MZB_title;Release Puppet MZB ;;;;;;;;;;;;;x,,
release_puppet_BBB_title;Release Puppet BBB ;;;;;;;;;;;;;x,,
release_puppet_TBT_title;Release Puppet TBT ;;;;;;;;;;;;;x,,
release_puppet_FTM_title;Release Puppet FTM ;;;;;;;;;;;;;x,,
release_puppet_AZH_title;Release Puppet AZH ;;;;;;;;;;;;;x,,
release_puppet_VGR_title;Release Puppet VGR ;;;;;;;;;;;;;x,,
release_puppet_ANC_title;Release Puppet ANC ;;;;;;;;;;;;;x,,
release_puppet_SNA_title;Release Puppet SNA ;;;;;;;;;;;;;x,,
release_puppet_ABA_title;Release Puppet ABA ;;;;;;;;;;;;;x,,
release_puppet_FRR_title;Release Puppet FRR ;;;;;;;;;;;;;x,,
release_puppet_MTU_title;Release Puppet MTU ;;;;;;;;;;;;;x,,
release_puppet_RGU_title;Release Puppet RGU ;;;;;;;;;;;;;x,,
release_puppet_NLI_title;Release Puppet NLI ;;;;;;;;;;;;;x,,
release_puppet_MFT_title;Release Puppet MFT ;;;;;;;;;;;;;x,,
release_puppet_ATI_title;Release Puppet ATI ;;;;;;;;;;;;;x,,
release_puppet_PVI_title;Release Puppet PVI ;;;;;;;;;;;;;x,,
release_puppet_DMC_title;Release Puppet DMC ;;;;;;;;;;;;;x,,
release_puppet_MML_title;Release Puppet MML ;;;;;;;;;;;;;x,,
release_puppet_MDB_title;Release Puppet MDB ;;;;;;;;;;;;;x,,
release_puppet_GJM_title;Release Puppet GJM ;;;;;;;;;;;;;x,,
release_puppet_INY_title;Release Puppet INY ;;;;;;;;;;;;;x,,
release_puppet_AGW_title;Release Puppet AGW ;;;;;;;;;;;;;x,,
release_puppet_MLO_title;Release Puppet MLO ;;;;;;;;;;;;;x,,
release_puppet_RRI_title;Release Puppet RRI ;;;;;;;;;;;;;x,,
release_puppet_OGD_title;Release Puppet OGD ;;;;;;;;;;;;;x,,
release_puppet_JMM_title;Release Puppet JMM ;;;;;;;;;;;;;x,,
release_puppet_SMN_title;Release Puppet SMN ;;;;;;;;;;;;;x,,
release_puppet_ORM_title;Release Puppet ORM ;;;;;;;;;;;;;x,,
release_puppet_ADL_title;Release Puppet ADL ;;;;;;;;;;;;;x,,
release_puppet_JWE_title;Release Puppet JWE ;;;;;;;;;;;;;x,,
release_puppet_ORM_title;Release Puppet ORM ;;;;;;;;;;;;;x,,
release_puppet_EPI_title;Release Puppet EPI ;;;;;;;;;;;;;x,,
release_puppet_MRE_title;Release Puppet MRE ;;;;;;;;;;;;;x,,
release_puppet_ATH_title;Release Puppet ATH ;;;;;;;;;;;;;x,,
release_puppet_VND_title;Release Puppet VND ;;;;;;;;;;;;;x,,
release_puppet_NYM_title;Release Puppet NYM ;;;;;;;;;;;;;x,,
release_puppet_KLW_title;Release Puppet KLW ;;;;;;;;;;;;;x,,
release_puppet_SFL_title;Release Puppet SFL ;;;;;;;;;;;;;x,,
release_puppet_MHJ_title;Release Puppet MHJ ;;;;;;;;;;;;;x,,
release_puppet_MBS_title;Release Puppet MBS ;;;;;;;;;;;;;x,,
release_puppet_KGW_title;Release Puppet KGW ;;;;;;;;;;;;;x,,
release_puppet_NKL_title;Release Puppet NKL ;;;;;;;;;;;;;x,,
release_puppet_ITS_title;Release Puppet ITS ;;;;;;;;;;;;;x,,
release_puppet_BTS_title;Release Puppet BTS ;;;;;;;;;;;;;x,,
release_puppet_BBM_title;Release Puppet BBM ;;;;;;;;;;;;;x,,
release_puppet_CKW_title;Release Puppet CKW ;;;;;;;;;;;;;x,,
release_puppet_OVB_title;Release Puppet OVB ;;;;;;;;;;;;;x,,
release_puppet_SWA_title;Release Puppet SWA ;;;;;;;;;;;;;x,,
release_puppet_UTT_title;Release Puppet UTT ;;;;;;;;;;;;;x,,
release_puppet_UJJ_title;Release Puppet UJJ ;;;;;;;;;;;;;x,,
release_puppet_DWS_title;Release Puppet DWS ;;;;;;;;;;;;;x,,
release_puppet_QTN_title;Release Puppet QTN ;;;;;;;;;;;;;x,,
release_puppet_MBD_title;Release Puppet MBD ;;;;;;;;;;;;;x,,
release_puppet_MTB_title;Release Puppet MTB ;;;;;;;;;;;;;x,,
release_puppet_NDG_title;Release Puppet NDG ;;;;;;;;;;;;;x,,
release_puppet_TQL_title;Release Puppet TQL ;;;;;;;;;;;;;x,,
release_puppet_SNR_title;Release Puppet SNR ;;;;;;;;;;;;;x,,
release_puppet_DKT_title;Release Puppet DKT ;;;;;;;;;;;;;x,,
release_puppet_BGS_title;Release Puppet BGS ;;;;;;;;;;;;;x,,
release_puppet_BRM_title;Release Puppet BRM ;;;;;;;;;;;;;x,,
release_puppet_BDA_title;Release Puppet BDA ;;;;;;;;;;;;;x,,
release_puppet_HJI_title;Release Puppet HJI ;;;;;;;;;;;;;x,,
release_puppet_HKB_title;Release Puppet HKB ;;;;;;;;;;;;;x,,
release_puppet_HKN_title;Release Puppet HKN ;;;;;;;;;;;;;x,,
release_puppet_HKT_title;Release Puppet HKT ;;;;;;;;;;;;;x,,
release_puppet_HZF_title;Release Puppet HZF ;;;;;;;;;;;;;x,,
release_puppet_HZZ_title;Release Puppet HZZ ;;;;;;;;;;;;;x,,
release_puppet_SGH_title;Release Puppet SGH ;;;;;;;;;;;;;x,,
release_puppet_IGL_title;Release Puppet IGL ;;;;;;;;;;;;;x,,
release_puppet_ADW_title;Release Puppet ADW ;;;;;;;;;;;;;x,,
release_puppet_HBC_title;Release Puppet HBC ;;;;;;;;;;;;;x,,
release_puppet_WKR_title;Release Puppet WKR ;;;;;;;;;;;;;x,,
release_puppet_IFE_title;Release Puppet IFE ;;;;;;;;;;;;;x,,
release_puppet_EGB_title;Release Puppet EGB ;;;;;;;;;;;;;x,,
release_puppet_IBD_title;Release Puppet IBD ;;;;;;;;;;;;;x,,
release_puppet_EKT_title;Release Puppet EKT ;;;;;;;;;;;;;x,,
release_puppet_OPB_title;Release Puppet OPB ;;;;;;;;;;;;;x,,
release_puppet_BSS_title;Release Puppet BSS ;;;;;;;;;;;;;x,,
release_puppet_TGW_title;Release Puppet TGW ;;;;;;;;;;;;;x,,
release_puppet_BLK_title;Release Puppet BLK ;;;;;;;;;;;;;x,,
release_puppet_KJJ_title;Release Puppet KJJ ;;;;;;;;;;;;;x,,
release_puppet_KDG_title;Release Puppet KDG ;;;;;;;;;;;;;x,,
release_puppet_KIR_title;Release Puppet KIR ;;;;;;;;;;;;;x,,
release_puppet_GHD_title;Release Puppet GHD ;;;;;;;;;;;;;x,,
release_puppet_WSL_title;Release Puppet WSL ;;;;;;;;;;;;;x,,
release_puppet_MNH_title;Release Puppet MNH ;;;;;;;;;;;;;x,,
release_puppet_ZBY_title;Release Puppet ZBY ;;;;;;;;;;;;;x,,
release_puppet_NBI_title;Release Puppet NBI ;;;;;;;;;;;;;x,,
release_puppet_FZZ_title;Release Puppet FZZ ;;;;;;;;;;;;;x,,
release_puppet_GBR_title;Release Puppet GBR ;;;;;;;;;;;;;x,,
release_puppet_HDR_title;Release Puppet HDR ;;;;;;;;;;;;;x,,
release_puppet_HRO_title;Release Puppet HRO ;;;;;;;;;;;;;x,,
release_puppet_BYR_title;Release Puppet BYR ;;;;;;;;;;;;;x,,
release_puppet_GWR_title;Release Puppet GWR ;;;;;;;;;;;;;x,,
release_puppet_KWF_title;Release Puppet KWF ;;;;;;;;;;;;;x,,
release_puppet_TWT_title;Release Puppet TWT ;;;;;;;;;;;;;x,,
release_puppet_NGN_title;Release Puppet NGN ;;;;;;;;;;;;;x,,
release_puppet_APC_title;Release Puppet APC ;;;;;;;;;;;;;x,,
release_puppet_CDD_title;Release Puppet CDD ;;;;;;;;;;;;;x,,
release_puppet_LNP_title;Release Puppet LNP ;;;;;;;;;;;;;x,,
release_puppet_PHL_title;Release Puppet PHL ;;;;;;;;;;;;;x,,
release_puppet_SHE_title;Release Puppet SHE ;;;;;;;;;;;;;x,,
release_puppet_SSX_title;Release Puppet SSX ;;;;;;;;;;;;;x,,
release_puppet_MIA_title;Release Puppet MIA ;;;;;;;;;;;;;x,,
release_puppet_HRN_title;Release Puppet HRN ;;;;;;;;;;;;;x,,
release_puppet_YCH_title;Release Puppet YCH ;;;;;;;;;;;;;x,,
release_puppet_ASB_title;Release Puppet ASB ;;;;;;;;;;;;;x,,
release_puppet_CEE_title;Release Puppet CEE ;;;;;;;;;;;;;x,,
release_puppet_BCK_title;Release Puppet BCK ;;;;;;;;;;;;;x,,
release_puppet_ABS_title;Release Puppet ABS ;;;;;;;;;;;;;x,,
release_puppet_CYN_title;Release Puppet CYN ;;;;;;;;;;;;;x,,
release_puppet_CMM_title;Release Puppet CMM ;;;;;;;;;;;;;x,,
release_puppet_SHS_title;Release Puppet SHS ;;;;;;;;;;;;;x,,
release_puppet_YKM_title;Release Puppet YKM ;;;;;;;;;;;;;x,,
release_puppet_CSH_title;Release Puppet CSH ;;;;;;;;;;;;;x,,
release_puppet_TXL_title;Release Puppet TXL ;;;;;;;;;;;;;x,,
release_puppet_TRS_title;Release Puppet TRS ;;;;;;;;;;;;;x,,
release_puppet_CLL_title;Release Puppet CLL ;;;;;;;;;;;;;x,,
release_puppet_TTT_title;Release Puppet TTT ;;;;;;;;;;;;;x,,
release_puppet_TLP_title;Release Puppet TLP ;;;;;;;;;;;;;x,,
release_puppet_TTP_title;Release Puppet TTP ;;;;;;;;;;;;;x,,
release_puppet_OTS_title;Release Puppet OTS ;;;;;;;;;;;;;x,,
release_puppet_ATL_title;Release Puppet ATL ;;;;;;;;;;;;;x,,
release_puppet_GMR_title;Release Puppet GMR ;;;;;;;;;;;;;x,,
release_puppet_KQC_title;Release Puppet KQC ;;;;;;;;;;;;;x,,
release_puppet_LNC_title;Release Puppet LNC ;;;;;;;;;;;;;x,,
release_puppet_PPL_title;Release Puppet PPL ;;;;;;;;;;;;;x,,
release_puppet_MTG_title;Release Puppet MTG ;;;;;;;;;;;;;x,,
release_puppet_MPC_title;Release Puppet MPC ;;;;;;;;;;;;;x,,
release_puppet_HLC_title;Release Puppet HLC ;;;;;;;;;;;;;x,,
release_puppet_DGT_title;Release Puppet DGT ;;;;;;;;;;;;;x,,
release_puppet_CQT_title;Release Puppet CQT ;;;;;;;;;;;;;x,,
release_puppet_GNI_title;Release Puppet GNI ;;;;;;;;;;;;;x,,
release_puppet_ACM_title;Release Puppet ACM ;;;;;;;;;;;;;x,,
release_puppet_ABP_title;Release Puppet ABP ;;;;;;;;;;;;;x,,
release_puppet_CCH_title;Release Puppet CCH ;;;;;;;;;;;;;x,,
release_puppet_QLW_title;Release Puppet QLW ;;;;;;;;;;;;;x,,
release_puppet_HRB_title;Release Puppet HRB ;;;;;;;;;;;;;x,,
release_puppet_TPB_title;Release Puppet TPB ;;;;;;;;;;;;;x,,
release_puppet_MRA_title;Release Puppet MRA ;;;;;;;;;;;;;x,,
release_puppet_CHM_title;Release Puppet CHM ;;;;;;;;;;;;;x,,
release_puppet_QLS_title;Release Puppet QLS ;;;;;;;;;;;;;x,,
release_puppet_ARS_title;Release Puppet ARS ;;;;;;;;;;;;;x,,
release_puppet_KKR_title;Release Puppet KKR ;;;;;;;;;;;;;x,,
release_puppet_YXI_title;Release Puppet YXI ;;;;;;;;;;;;;x,,
release_puppet_YKL_title;Release Puppet YKL ;;;;;;;;;;;;;x,,
release_puppet_YKB_title;Release Puppet YKB ;;;;;;;;;;;;;x,,
release_puppet_YCC_title;Release Puppet YCC ;;;;;;;;;;;;;x,,
release_puppet_YTZ_title;Release Puppet YTZ ;;;;;;;;;;;;;x,,
release_puppet_LPN_title;Release Puppet LPN ;;;;;;;;;;;;;x,,
release_puppet_OPT_title;Release Puppet OPT ;;;;;;;;;;;;;x,,
release_puppet_YVP_title;Release Puppet YVP ;;;;;;;;;;;;;x,,
release_puppet_ODH_title;Release Puppet ODH ;;;;;;;;;;;;;x,,
release_puppet_HPI_title;Release Puppet HPI ;;;;;;;;;;;;;x,,
release_puppet_STE_title;Release Puppet STE ;;;;;;;;;;;;;x,,
release_puppet_SSH_title;Release Puppet SSH ;;;;;;;;;;;;;x,,
release_puppet_CNK_title;Release Puppet CNK ;;;;;;;;;;;;;x,,
release_puppet_YRK_title;Release Puppet YRK ;;;;;;;;;;;;;x,,
release_puppet_MDC_title;Release Puppet MDC ;;;;;;;;;;;;;x,,
release_puppet_PMO_title;Release Puppet PMO ;;;;;;;;;;;;;x,,
release_puppet_YKT_title;Release Puppet YKT ;;;;;;;;;;;;;x,,
release_puppet_ZCT_title;Release Puppet ZCT ;;;;;;;;;;;;;x,,
release_puppet_GCC_title;Release Puppet GCC ;;;;;;;;;;;;;x,,
release_puppet_TNL_title;Release Puppet TNL ;;;;;;;;;;;;;x,,
release_puppet_NCY_title;Release Puppet NCY ;;;;;;;;;;;;;x,,
release_puppet_WRP_title;Release Puppet WRP ;;;;;;;;;;;;;x,,
release_puppet_SGT_title;Release Puppet SGT ;;;;;;;;;;;;;x,,
release_puppet_THR_title;Release Puppet THR ;;;;;;;;;;;;;x,,
release_puppet_NGC_title;Release Puppet NGC ;;;;;;;;;;;;;x,,
release_puppet_GLK_title;Release Puppet GLK ;;;;;;;;;;;;;x,,
release_puppet_SLR_title;Release Puppet SLR ;;;;;;;;;;;;;x,,
release_puppet_DSM_title;Release Puppet DSM ;;;;;;;;;;;;;x,,
release_puppet_RGW_title;Release Puppet RGW ;;;;;;;;;;;;;x,,
release_puppet_SGR_title;Release Puppet SGR ;;;;;;;;;;;;;x,,
release_puppet_TPW_title;Release Puppet TPW ;;;;;;;;;;;;;x,,
release_puppet_DRG_title;Release Puppet DRG ;;;;;;;;;;;;;x,,
release_puppet_HRS_title;Release Puppet HRS ;;;;;;;;;;;;;x,,
release_puppet_LGT_title;Release Puppet LGT ;;;;;;;;;;;;;x,,
release_puppet_CHJ_title;Release Puppet CHJ ;;;;;;;;;;;;;x,,
release_puppet_TSM_title;Release Puppet TSM ;;;;;;;;;;;;;x,,
release_puppet_SMT_title;Release Puppet SMT ;;;;;;;;;;;;;x,,
release_puppet_LBR_title;Release Puppet LBR ;;;;;;;;;;;;;x,,
release_puppet_CHN_title;Release Puppet CHN ;;;;;;;;;;;;;x,,
release_puppet_BTH_title;Release Puppet BTH ;;;;;;;;;;;;;x,,
release_puppet_LTH_title;Release Puppet LTH ;;;;;;;;;;;;;x,,
release_puppet_CKL_title;Release Puppet CKL ;;;;;;;;;;;;;x,,
release_puppet_TML_title;Release Puppet TML ;;;;;;;;;;;;;x,,
release_puppet_NGG_title;Release Puppet NGG ;;;;;;;;;;;;;x,,
release_puppet_KHT_title;Release Puppet KHT ;;;;;;;;;;;;;x,,
release_puppet_MTS_title;Release Puppet MTS ;;;;;;;;;;;;;x,,
release_puppet_SDG_title;Release Puppet SDG ;;;;;;;;;;;;;x,,
release_puppet_MGE_title;Release Puppet MGE ;;;;;;;;;;;;;x,,
release_puppet_KKG_title;Release Puppet KKG ;;;;;;;;;;;;;x,,
release_puppet_CGH_title;Release Puppet CGH ;;;;;;;;;;;;;x,,
release_puppet_MGN_title;Release Puppet MGN ;;;;;;;;;;;;;x,,
release_puppet_KGT_title;Release Puppet KGT ;;;;;;;;;;;;;x,,
release_puppet_MGP_title;Release Puppet MGP ;;;;;;;;;;;;;x,,
release_puppet_LWK_title;Release Puppet LWK ;;;;;;;;;;;;;x,,
release_puppet_HSW_title;Release Puppet HSW ;;;;;;;;;;;;;x,,
release_puppet_MGM_title;Release Puppet MGM ;;;;;;;;;;;;;x,,
release_puppet_HSN_title;Release Puppet HSN ;;;;;;;;;;;;;x,,
release_puppet_ZNI_title;Release Puppet ZNI ;;;;;;;;;;;;;x,,
release_puppet_NBE_title;Release Puppet NBE ;;;;;;;;;;;;;x,,
release_puppet_CCT_title;Release Puppet CCT ;;;;;;;;;;;;;x,,
release_puppet_ISL_title;Release Puppet ISL ;;;;;;;;;;;;;x,,
release_puppet_ACO_title;Release Puppet ACO ;;;;;;;;;;;;;x,,
release_puppet_JMZ_title;Release Puppet JMZ ;;;;;;;;;;;;;x,,
release_puppet_PIE_title;Release Puppet PIE ;;;;;;;;;;;;;x,,
release_puppet_TSC_title;Release Puppet TSC ;;;;;;;;;;;;;x,,
release_puppet_PRO_title;Release Puppet PRO ;;;;;;;;;;;;;x,,
release_puppet_GOD_title;Release Puppet GOD ;;;;;;;;;;;;;x,,
release_puppet_TSR_title;Release Puppet TSR ;;;;;;;;;;;;;x,,
release_puppet_NTC_title;Release Puppet NTC ;;;;;;;;;;;;;x,,
release_puppet_MKG_title;Release Puppet MKG ;;;;;;;;;;;;;x,,
release_puppet_KHZ_title;Release Puppet KHZ ;;;;;;;;;;;;;x,,
release_puppet_MFQ_title;Release Puppet MFQ ;;;;;;;;;;;;;x,,
release_puppet_WKH_title;Release Puppet WKH ;;;;;;;;;;;;;x,,
release_puppet_RSH_title;Release Puppet RSH ;;;;;;;;;;;;;x,,
release_puppet_KSN_title;Release Puppet KSN ;;;;;;;;;;;;;x,,
release_puppet_HSR_title;Release Puppet HSR ;;;;;;;;;;;;;x,,
release_puppet_GLG_title;Release Puppet GLG ;;;;;;;;;;;;;x,,
release_puppet_KFR_title;Release Puppet KFR ;;;;;;;;;;;;;x,,
release_puppet_KTG_title;Release Puppet KTG ;;;;;;;;;;;;;x,,
